Codigo_muestra;Codigo_individuo;Especie;Familia;Type;Pairs;Fuente;Localidad;Coord_X;Coord_Y;Fecha_recoleccion;Muestra_general;Organo;Muestreo;Individuo;Num_Org;Leaf_area;Petiole_area;Leaf_area_with_petiole;Leaf_thickness;Leaf_fresh_weight;Petiole_fresh_weight;Leaf_fresh_weight_with_petiole;Leaf_dry_weight;Petiole_dry_weight;Leaf_dry_weight_with_petiole;SLA_without_petiole;SLA_with_petiole;1/SLA_without_petiole;1/SLA_with_petiole;Leaf_dry_weight_per_fresh_weight_without_petiole;Leaf_dry_weight_per_fresh_weight_with_petiole;Diametro_flor;Eje_max_flor;Eje_min_flor;Eje_3_flor;Volumen_flor;Alt_max_rep;Alt_max_veg;Eje_max_planta;Eje_min_planta;Volumen_planta_veg;Volumen_planta_rep;Volumen_inflorescencia
ANDVIT_MOR.1.H1.;ANDVIT_MOR.1.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;1;1;0.045800;;0.045800;0.150000;0.000600;;0.000600;0.000252;;0.000252;181.746032;181.746032;0.005502;0.005502;0.420000;0.420000;;;;;;;;;;;;
ANDVIT_MOR.1.H2.;ANDVIT_MOR.1.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;1;2;0.058000;;0.058000;0.120000;0.000550;;0.000550;0.000284;;0.000284;204.225352;204.225352;0.004897;0.004897;0.516364;0.516364;;;;;;;;;;;;
ANDVIT_MOR.1.H3.;ANDVIT_MOR.1.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;1;3;0.039400;;0.039400;0.160000;0.000434;;0.000434;0.000180;;0.000180;218.888889;218.888889;0.004569;0.004569;0.414747;0.414747;;;;;;;;;;;;
ANDVIT_MOR.1.H4.;ANDVIT_MOR.1.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;1;4;0.040800;;0.040800;0.150000;0.000302;;0.000302;0.000162;;0.000162;251.851852;251.851852;0.003971;0.003971;0.536424;0.536424;;;;;;;;;;;;
ANDVIT_MOR.1.H5.;ANDVIT_MOR.1.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;1;5;0.055800;;0.055800;0.220000;0.000730;;0.000730;0.000290;;0.000290;192.413793;192.413793;0.005197;0.005197;0.397260;0.397260;;;;;;;;;;;;
ANDVIT_MOR.2.H1.;ANDVIT_MOR.2.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;2;1;0.044000;;0.044000;0.260000;0.000608;;0.000608;0.000182;;0.000182;241.758242;241.758242;0.004136;0.004136;0.299342;0.299342;;;;;;;;;;;;
ANDVIT_MOR.2.H2.;ANDVIT_MOR.2.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;2;2;0.064600;;0.064600;0.220000;0.000682;;0.000682;0.000295;;0.000295;218.983051;218.983051;0.004567;0.004567;0.432551;0.432551;;;;;;;;;;;;
ANDVIT_MOR.2.H3.;ANDVIT_MOR.2.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;2;3;0.060800;;0.060800;0.210000;0.001010;;0.001010;0.000372;;0.000372;163.440860;163.440860;0.006118;0.006118;0.368317;0.368317;;;;;;;;;;;;
ANDVIT_MOR.2.H4.;ANDVIT_MOR.2.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;2;4;0.038000;;0.038000;0.220000;0.000416;;0.000416;0.000170;;0.000170;223.529412;223.529412;0.004474;0.004474;0.408654;0.408654;;;;;;;;;;;;
ANDVIT_MOR.2.H5.;ANDVIT_MOR.2.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;2;5;0.035400;;0.035400;0.230000;0.000414;;0.000414;0.000214;;0.000214;165.420561;165.420561;0.006045;0.006045;0.516908;0.516908;;;;;;;;;;;;
ANDVIT_MOR.3.H1.;ANDVIT_MOR.3.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;3;1;0.049400;;0.049400;0.180000;0.000628;;0.000628;0.000254;;0.000254;194.488189;194.488189;0.005142;0.005142;0.404459;0.404459;;;;;;;;;;;;
ANDVIT_MOR.3.H2.;ANDVIT_MOR.3.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;3;2;0.051800;;0.051800;0.230000;0.000658;;0.000658;0.000222;;0.000222;233.333333;233.333333;0.004286;0.004286;0.337386;0.337386;;;;;;;;;;;;
ANDVIT_MOR.3.H3.;ANDVIT_MOR.3.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;3;3;0.045400;;0.045400;0.170000;0.000398;;0.000398;0.000144;;0.000144;315.277778;315.277778;0.003172;0.003172;0.361809;0.361809;;;;;;;;;;;;
ANDVIT_MOR.3.H4.;ANDVIT_MOR.3.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;3;4;0.041200;;0.041200;0.220000;0.000628;;0.000628;0.000206;;0.000206;200.000000;200.000000;0.005000;0.005000;0.328025;0.328025;;;;;;;;;;;;
ANDVIT_MOR.3.H5.;ANDVIT_MOR.3.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;3;5;0.041800;;0.041800;0.260000;0.000682;;0.000682;0.000268;;0.000268;155.970149;155.970149;0.006411;0.006411;0.392962;0.392962;;;;;;;;;;;;
ANDVIT_MOR.4.H1.;ANDVIT_MOR.4.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;4;1;0.035200;;0.035200;0.170000;0.000434;;0.000434;0.000190;;0.000190;185.263158;185.263158;0.005398;0.005398;0.437788;0.437788;;;;;;;;;;;;
ANDVIT_MOR.4.H2.;ANDVIT_MOR.4.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;4;2;0.040600;;0.040600;0.210000;0.000464;;0.000464;0.000260;;0.000260;156.153846;156.153846;0.006404;0.006404;0.560345;0.560345;;;;;;;;;;;;
ANDVIT_MOR.4.H3.;ANDVIT_MOR.4.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;4;3;0.047400;;0.047400;0.220000;0.000800;;0.000800;0.000330;;0.000330;143.636364;143.636364;0.006962;0.006962;0.412500;0.412500;;;;;;;;;;;;
ANDVIT_MOR.4.H4.;ANDVIT_MOR.4.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;4;4;0.035600;;0.035600;0.230000;0.000516;;0.000516;0.000262;;0.000262;135.877863;135.877863;0.007360;0.007360;0.507752;0.507752;;;;;;;;;;;;
ANDVIT_MOR.4.H5.;ANDVIT_MOR.4.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;4;5;0.028600;;0.028600;0.200000;0.000298;;0.000298;0.000206;;0.000206;138.834951;138.834951;0.007203;0.007203;0.691275;0.691275;;;;;;;;;;;;
ANDVIT_MOR.5.H1.;ANDVIT_MOR.5.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;5;1;0.031400;;0.031400;0.130000;0.000490;;0.000490;0.000182;;0.000182;172.527473;172.527473;0.005796;0.005796;0.371429;0.371429;;;;;;;;;;;;
ANDVIT_MOR.5.H2.;ANDVIT_MOR.5.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;5;2;0.027200;;0.027200;0.150000;0.000360;;0.000360;0.000154;;0.000154;176.623377;176.623377;0.005662;0.005662;0.427778;0.427778;;;;;;;;;;;;
ANDVIT_MOR.5.H3.;ANDVIT_MOR.5.;Androsace vitaliana;Primulaceae;Generalist;Androsace;Campo;Pista_Las_Blancas;-0.568206476;42.71987516;13/06/2024;Planta;Hoja;Morfologia;5;3;0.031600;;0.031600;0.190000;0.000442;;0.000442;0.000176;;0.000176;179.545455;179.545455;0.005570;0.005570;0.398190;0.398190;;;;;;;;;;;;
